video_id,summary,category,keywords,creator_demographic,sentiment,tone,threatening_content,self_harm
7288048371019926814,"The video shows a person standing outdoors in what appears to be a cold environment, despite the temperature being around 65-70 degrees. The individual seems to be addressing the camera directly, expressing concerns about the lighting conditions affecting the quality of the recording. The person mentions feeling cold and suggests that they might be experiencing 'gaslighting,' indicating a sense of confusion or disbelief about the weather conditions. The setting is minimalistic, with no significant background elements visible, emphasizing the focus on the speaker.",People & Blogs,"outdoors, cold, gaslighting, lighting, temperature, recording, confusion","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Neutral,No,
7319635608945675528,"The video appears to be a simple countdown or rhythmic sequence, starting with '1, 2' followed by repeated 'hey' sounds. The audio suggests a playful or energetic tone, possibly intended for engaging viewers. Towards the end, there is a repetitive call-to-action encouraging viewers to subscribe to the channel, indicating that this might be the outro of a video. The visual content is entirely black, providing no additional context or information.",Entertainment & Shows,"countdown, hey, subscribe, channel, thank you","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7357381570371603717,"The video features a person speaking directly to the camera in what appears to be a professional or formal setting. The speaker discusses a scenario involving flirting with someone and then humorously suggests that unless the person can use Excel, secure a job at Goldman Sachs, or assist with large-scale securities fraud, their interest would wane. The tone is sarcastic and satirical, poking fun at the perceived importance of certain skills or connections in the corporate world. The background is simple and uncluttered, keeping the focus on the speaker.",Comedy,"Excel, Goldman Sachs, large-scale securities fraud, flirting, corporate world, sarcasm, humor","Age: Unknown, Gender: Male (based on voice), Geographic Location: Unknown",Negative,Sarcastic,No,
7346304747646848288,"The video appears to be a musical performance featuring a robotic theme. The lyrics suggest a playful and humorous tone, with references to robots and work routines. The phrase 'Ай, гоя, каже, гоя, сара, кудана, гоба!' adds a rhythmic, almost nonsensical element, contributing to the comedic nature of the song. The background music is upbeat and lively, enhancing the cheerful and lighthearted atmosphere. There are no visible characters or settings described, but the focus seems to be on the song itself.","Music, Singing, & Dancing","робота, тружу, суботу, гоя, сара, кудана, гоба, музыка",Unknown,Positive,Cheerful,No,
7317451980497046826,"The video presents a series of morbid facts about the Church of Scientology. It discusses the disappearance of David Miscavige's wife, who has not been seen since 2007, with multiple missing persons reports being quickly dismissed by the LAPD. The video also mentions the death of her mother in 1985, which was ruled a suicide despite gunshot wounds. Another fact shared is the death of Scientologist Lisa McPherson, who passed away after an introspection rundown at the church's Florida headquarters; her body showed signs of dehydration, malnutrition, and cockroach bites, and her death was ruled an accident. The video further claims that cult leader Charles Manson briefly tried Scientology in the 1960s before finding it too extreme. Additionally, it states that John Travolta has been designated as a 'kakan,' allowing him to commit murder without repercussions from the church. Lastly, the video mentions L. Ron Hubbard's son criticizing Scientology, accusing it of involving black magic and claiming his father believed himself to be Satan.",Nonprofits & Activism,"Church of Scientology, David Miscavige, Missing Persons, LAPD, Lisa McPherson, Cockroach Bites, Charles Manson, John Travolta, Kakan, L. Ron Hubbard, Black Magic, Satanic Beliefs","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Intense,Yes,
7210197949433892142,"The video appears to be a static image with text overlay, likely part of a travel guide or promotional content. It lists 'Favourite Beach Clubs in Capri,' featuring locations such as La Fontelina, La Piazzetta, and La Fontelina. The text provides descriptions of each beach club, highlighting their unique features like stunning views, privacy, and luxurious amenities. The content seems to target tourists interested in high-end beach experiences in Capri.",Travel & Events,"Capri, Beach Clubs, La Fontelina, La Piazzetta, Luxury, Privacy, Stunning Views, Amalfi Coast, Travel Guide","Age Range: Unknown, Gender: Unknown, Geographic Location: Likely Italy or Europe (based on content)",Positive,Neutral,No,
7286953369133174062,"The video depicts a man attempting to take off using a paraglider. Initially, he struggles to gain full lift-off and remains suspended in midair. To compensate, he starts pumping his paraglider in a manner reminiscent of a bird flapping its wings. This action causes him to ascend higher, creating a visual effect that resembles the video playing in reverse.",Entertainment & Shows,"paraglider, lift-off, midair, pumping, ascending, reverse","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7394618529569344811,"The video features Vice President Kamala Harris delivering her first political remarks after President Joe Biden announced he would not seek reelection and endorsed her for the presidency. Harris addresses campaign staff at the Delaware headquarters, emphasizing her commitment to earning the Democratic nomination and winning the presidency. President Biden joins the meeting via call, expressing gratitude to the staff and reiterating his continued involvement in the campaign alongside Harris. Biden stresses the importance of saving democracy and combating threats posed by Donald Trump. Harris outlines her campaign's focus beyond defeating Trump, highlighting efforts to uplift the middle class, ensure economic opportunities, and protect reproductive rights. The video captures a pivotal moment in the transition of leadership within the Democratic Party, underscoring a collaborative effort between Biden and Harris to address pressing national issues.",Politics,"Vice President Kamala Harris, President Joe Biden, Democratic nomination, campaign staff, Delaware headquarters, political remarks, election, Donald Trump, reproductive rights, middle class, affordable healthcare, paid family leave, affordable childcare, universal background checks, red flag laws, assault weapons ban, abortion rights","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Intense,No,
7379002112652660014,"The video features a person speaking directly to the camera in a personal and reflective manner. The speaker uses the phrase 'Just between us,' indicating a candid and intimate tone. The setting appears to be indoors, possibly in a home or studio environment, with soft lighting that creates a warm and inviting atmosphere. The speaker seems to be sharing a personal anecdote or memory, suggesting a narrative that resonates with the audience on a relatable level. There is no background music, which emphasizes the sincerity and directness of the speech. The overall tone is conversational and engaging, aiming to connect with viewers on a personal basis.",People & Blogs,"personal story, reflection, candid conversation, indoor setting, relatable, memory","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7404376866108312865,"The video discusses the situation in the Kursk region of Russia, where Ukrainian forces have launched an offensive, leading to the evacuation of residents to the Russian interior. The footage, provided by the Russian Ministry of Emergency Situations, shows people arriving in Moscow. Residents and commentators express concern and fear over the developments, highlighting the impact on their lives and families. There is a strong emphasis on the involvement of Western weapons and NATO support in the Ukrainian operation, portraying it as a direct attack on Russia. The video captures the emotional distress of individuals affected by the conflict, with some expressing anxiety and uncertainty about the future. The narrative underscores the tension and disruption caused by the ongoing military operations near Kursk.","News, Politics","Kursk, Ukraine, Russia, Offensive, Evacuation, Moscow, NATO, Western Weapons, Military Operations, Anxiety, Fear, Disruption","Age Range: Unknown, Gender: Unknown, Geographic Location: Likely Russia or a Russian-speaking region",Negative,Intense,Yes,
7352304151897951521,"The video features a person sitting on a couch, wearing headphones and listening to music. The individual appears relaxed and engaged with the audio, occasionally nodding their head to the rhythm. The setting is indoors, likely a living room, with a laptop visible in the background displaying lyrics. The lyrics suggest themes of ambition, success, and personal growth, indicating a motivational or inspirational tone. The person seems to be enjoying the music, which adds to the overall calm and focused atmosphere of the scene.",Entertainment & Shows,"music, headphones, couch, laptop, lyrics, ambition, success, personal growth, motivational, inspirational","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Cheerful,No,
7325205573941710111,"The video appears to be a setup for a ghost hunting session. The speaker mentions that it is snowing outside, creating a quiet environment. They inform viewers that they will mostly be out of the frame during the video but assure that no noises will be made. The repetitive 'Røde' sounds suggest testing or checking the microphone equipment, likely a Røde brand microphone. The speaker concludes by noting that they have only recorded during daylight hours so far, indicating a shift to nighttime recording for the ghost hunting activity.",Nonprofits & Activism,"ghost hunting, snow, quiet, Røde, microphone, daylight, nighttime, recording","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7366286242406829345,"The video appears to be a static image with no discernible action or dialogue. It shows a person wearing a black hoodie with white text on it. The text reads 'We need the Mario burger from the same franchise.' There is no movement, interaction, or additional context provided in the frames. The audio consists of repeated 'outro music' fading out, indicating the end of a video segment.",Entertainment & Shows,"Mario burger, franchise, outro music, static image","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7346960504490937642,"The video appears to be a dark, low-light scene featuring a person singing or performing a song. The lyrics suggest themes of love and affection, with lines like 'Heaven is a place on earth where you' and 'Only with living is somebody who's loving you.' The performer seems to be engaging with the audience, possibly addressing someone directly ('It's you, it's you, it's all for you'). The overall atmosphere is intimate and emotional, with a focus on personal connection and expression.",Entertainment & Shows,"love, heaven, affection, performance, lyrics, intimate, emotional, personal connection","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Cheerful,No,
7341253553245408558,"The speaker discusses their decision to buy a house for their entire family, emphasizing their personal journey and motivations. They explain that they and their partner, Jacob, are solely responsible for the house payments, utilities, and maintenance. The speaker shares their immigrant background, highlighting the sacrifices their parents made for their future. Their primary goal in life was to provide a safe and secure home for their family, reflecting their deep appreciation for their upbringing and the importance of family unity. The speaker clarifies that they do not expect their siblings to pay rent and reassures that their brothers will always have a place to live, even after having children. This decision aligns with their cultural values and desire to maintain a close-knit family environment.",Family,"house, family, immigrant, sacrifice, responsibility, home, siblings, parents, retirement, priorities, cultural values","Age Range: Unknown, Gender: Female, Geographic Location: Unknown",Positive,Cheerful,No,
7324373228028300577,"The video humorously portrays the harsh realities of working in finance through a satirical narrative. It begins by acknowledging that few people truly understand the challenges of a career in finance and sets the stage by spending a 12-hour day in the office to reveal these truths. The first revelation is the rapid aging process due to stress, illustrated by the speaker's anecdote of dumping a girlfriend after learning about skincare routines. The second truth is the misconception about working with models, clarifying that it refers to financial models in Excel rather than supermodels. The third truth highlights the intense pressure and stress experienced by employees, exemplified by a colleague being berated for a minor error like incorrect font size on a presentation deck. The video continues to depict the long hours and lack of work-life balance, showing the speaker still at the office late into the evening, consuming food and feeling emotionally drained. The narrative concludes with the speaker heading home to continue working, emphasizing the relentless nature of the job, and ends with a cynical note about nepotism in hiring practices.",Entertainment & Shows,"finance, working in finance, stress, aging, financial models, Excel, stress, pressure, work-life balance, long hours, nepotism, hiring practices","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Sarcastic,No,
7203774185322188037,"The video features a person singing a song with lyrics expressing a desire to be the 'best ever,' surpassing anyone before them. The tone is confident and somewhat defiant, with repeated phrases emphasizing indifference ('I don't care'). The background appears dark, and there is no visible audience or significant visual action, focusing solely on the singer's performance.","Music, Singing, & Dancing","Ich will der Allerbeste sein, egal, indifferent, singen, performance","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Enthusiastic,No,
7305148019727420718,"The video is a review of the 2022 psychological thriller 'Watcher,' available on Hulu. The reviewer warns viewers that the movie is a slow-burn and requires attention to grasp its plot. The synopsis provided involves a young woman who moves to Bucharest, Romania with her boyfriend. Shortly after arriving, she learns about a brutal murder committed by a suspected serial killer. She begins to feel like she is being watched, especially after noticing someone observing her from across the street. Her paranoia grows, but no one believes her. The reviewer teases the suspenseful nature of the film, leaving viewers to decide whether her fears are justified. The video ends with a call to action, encouraging viewers to share their thoughts in the comments section.",Entertainment & Shows,"Watcher, psychological thriller, slow burn, Bucharest, Romania, serial killer, paranoia, Hulu, true crime, suspense, movie review","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7346235933882076448,The video consists entirely of black frames with no visible content or discernible action. There is no audio apart from the single word 'strength' which appears to be spoken in isolation without context. No political or news-related content is present.,Daily Life,strength,Unknown,Neutral,Neutral,No,
7365063366907333921,"The video features a repetitive phrase 'I'm the way you are,' which is repeated multiple times. There is no visible content or imagery provided, only the audio. The lack of visual elements makes it difficult to determine any specific context, setting, or emotional tone beyond the auditory repetition.",Entertainment & Shows,"repetition, audio loop, phrase, 'I'm the way you are'",Unknown,Neutral,Neutral,No,
7395252325104766216,"The video appears to be a simple closing segment, likely at the end of a longer video. It features a black screen with white text that reads 'Thanks for watching!' followed by a similar screen with the same message. There is no visible action, characters, or background elements, and the audio consists solely of a voice saying 'Thanks for watching!'",People & Blogs,"Thanks, Watching, End, Closing","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7363655590524226862,"The video discusses a security issue involving Discord, where a website called 'Spy.pet' was scraping and selling the messaging history of over 114 million Discord users. The speaker notes that Discord updated its terms of service around the same time, making it difficult for users to sue in case of a class-action lawsuit. However, Discord took action by banning accounts associated with Spy.pet and contributing to the site's eventual shutdown. Despite this, Spy.pet later posted on Telegram about fixes and a backup site, along with a reference to the song 'Tubthumping' by Chumbawamba. The speaker reflects on the privacy concerns, noting that while some users may not be worried since the affected servers were publicly accessible, there is still a level of privacy expected within Discord communities.",Science & Technology,"Discord, Spy.pet, data scraping, privacy, class action lawsuit, terms of service, Telegram, Tubthumping, Chumbawamba, messaging history, security breach","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7355938811429260550,"The video features a person discussing their experience with eating a whole bag of chips and feeling unwell afterward. They express regret over indulging but also acknowledge the enjoyment they derived from the chips. The conversation shifts to a humorous exploration of creating a song using music AI, with the person providing prompts like 'feeling sad,' 'damn good,' and 'no regards.' The AI generates a song titled 'Death in Space,' which the person finds impressive and emotionally resonant. The individual reflects on the authenticity of the AI-generated lyrics, noting how they capture their feelings, even those they might not typically express openly.",Entertainment & Shows,"chips, tummy hurts, feeling sad, heavy metal, music AI, Death in Space, no regrets, Rickards, burning hole, emotions, authenticity","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Cheerful,No,
7407322364309949728,"The video features a musical performance with a repetitive and catchy chorus. The lyrics express a mix of desire and frustration, emphasizing themes of love and longing. The performer sings passionately, and the background music includes a rhythmic beat with electronic elements, enhancing the emotional intensity of the song. There are no visible visuals or imagery provided, so the focus is entirely on the audio content.","Music, Singing, & Dancing","love, feeling bad, enough, die, I like it, repetition, passion, electronic music","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Intense,No,
7356565580603870497,"The video discusses a scenario involving a woman named Louise who is unwell, unemployed, and on benefits while awaiting a psychotherapist appointment. The narrative explores how a politician, specifically the Prime Minister (identified as Rishi Sunak), reacts to her situation. The dialogue reveals a political undertone, highlighting the contrast between England and Wales regarding healthcare services, particularly the National Health Service (NHS). The Prime Minister questions Louise about the religious trust involved, leading to a discussion about the devolved government in Wales, which is run by the Labour Party. The video critiques the Prime Minister's reaction, suggesting a lack of empathy and focus on political points rather than addressing Louise's personal struggles. The tone shifts from concern for Louise's well-being to a political critique, emphasizing the differences in healthcare management between England and Wales.",Politics,"Louise, unwell, benefits, psychotherapist, Prime Minister, Rishi Sunak, religious trust, Welsh, Labour Party, NHS, Wales, England, devolved government, empathy, political reaction, healthcare, backlogs, COVID, Ronda Ronda Valley, trauma, desperation, skilful politician, outcomes, pressure, concern","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Intense,No,
7335864619187146016,"The video compares the geographical and demographic differences between Wyoming and Colorado, highlighting why Wyoming is often perceived as 'empty' compared to Colorado. It discusses the distinct geological features of each state, such as Wyoming's Yellowstone Plateau and Colorado's Rocky Mountains, and their varying climates. The video explains how historical factors, particularly the gold and silver rushes in Colorado during the 1800s, led to significant population growth and economic diversification in Colorado, whereas Wyoming remained sparsely populated due to its harsher climate and rugged terrain. Colorado's modern economy, driven by industries like technology, aerospace, renewable energy, and tourism, further contrasts with Wyoming's smaller population and limited educational resources.",Education,"Wyoming, Colorado, Rocky Mountains, Yellowstone National Park, Gold Rush, Population Growth, Climate, Economic Development, Technology, Aerospace, Renewable Energy, Tourism, Four-Year University",Unknown,Neutral,Neutral,No,
7337977691611696417,"The video features a person lying down in a dimly lit environment, possibly a bedroom or similar setting. The individual appears to be resting or sleeping, with their head on a pillow and covered partially by a blanket. The lighting is low, creating a somber and intimate atmosphere. The audio consists of repetitive phrases like 'just shut up,' followed by lyrics expressing frustration and loss of control, indicating emotional turmoil or distress. The overall mood is reflective and melancholic, suggesting themes of inner conflict or struggle.",Daily Life,"resting, dim lighting, emotional turmoil, repetitive phrases, frustration, loss of control","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Melancholic,No,
7354853011887312160,"The video features a person expressing strong frustration and disgust towards the idea of putting pineapple on pizza. The individual uses emphatic language and gestures to convey their intense dislike, emphasizing that pineapple does not belong on pizza. The tone is sarcastic and humorous, with the person making exaggerated facial expressions and body language to enhance the comedic effect. The video seems to be a lighthearted take on a common food debate, aiming to entertain viewers with its over-the-top reaction.",Comedy,"pineapple, pizza, muppet, disgust, sarcasm, humor, food debate","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Sarcastic,No,
7287998089279917345,"The video provides tips on finding discounted items on Amazon, specifically highlighting the 'Amazon Outlet' section. The speaker explains that shoppers can save money without waiting for Prime Day by exploring this outlet, which offers discounts of at least 25% on various products. The video demonstrates how to navigate to the outlet section and shows examples of discounted items in the 'Computers' category. The speaker encourages viewers to explore the outlet to save money, particularly during the Christmas season.",Entertainment & Shows,"Amazon, Amazon Outlet, Prime Day, discounted items, inventory, savings, computers, 25%, Christmas","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Enthusiastic,No,
7320342127790148907,"The video depicts a tense confrontation between a citizen and a law enforcement officer at a post office. The citizen, who identifies himself as 50 years old and has never been arrested, insists on his legal right to film on federal property, citing a 2010 DHS memo that allows filming in publicly accessible areas. He argues that he is exercising his constitutional rights and is not violating any laws. The officer, identified as Sergeant Dunaway, attempts to restrict the filming, leading to a heated exchange. The citizen repeatedly emphasizes his legal standing and suggests contacting higher authorities, including the district attorney, to verify his claims. The conversation includes references to potential legal consequences for the town if his rights are violated. The citizen also mentions having a son, creating a personal connection with the officer. The overall tone is confrontational, with the citizen maintaining a calm yet assertive demeanor while the officer appears resistant to his demands.","News, Politics","law enforcement, post office, filming, federal property, DHS memo, constitutional rights, legal rights, district attorney, sergeant, confrontation, legal consequences, town of Silverthorne, age gap, son, travel, stamps","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Intense,No,
7340766599860849926,"The speaker, likely a representative from the Department of Defense (DOD), clarifies that there are no plans to send U.S. service members to fight in Ukraine. The president's stance on this matter is reiterated as consistent. The speaker emphasizes the ongoing efforts to provide security assistance to Ukraine since the start of Russia's invasion, highlighting that this support is part of an international collaborative effort. The focus is on delivering aid swiftly.","News, Politics","Ukraine, Russia, invasion, U.S. service members, security assistance, international effort, DOD, president, war, conflict",Unknown,Neutral,Neutral,No,
7322958700291853614,"The video appears to be a compilation of various political and conspiracy theories related to the origins of the COVID-19 pandemic, U.S. presidential elections, and foreign policy decisions. The speaker discusses multiple claims, including the origin of the virus being linked to Wuhan, China, and bat caves, questioning the official narrative. There are references to political figures like Donald Trump and Joe Biden, with criticism directed at Biden's policies regarding electric vehicles and their production in China. The speaker also mentions Ron DeSantis and his views on the general election process, as well as comments on past U.S. foreign policy decisions, particularly regarding Iraq and oil. The tone is skeptical and accusatory, with a focus on questioning established narratives and policies.",Politics,"COVID-19, Wuhan, bat caves, Italy, France, labs, Donald Trump, second term, retribution, auto workers, Joe Biden, electric cars, China, Ron DeSantis, town hall, general election, sanctuary cities, Iraq, oil, foreign policy",Unknown,Negative,Anger,Yes,
7333721172363922734,"The video features a person singing a song with lyrics that focus on being surrounded by women who are calling out to him. The singer expresses his desire to engage with all of them, indicating a playful and flirtatious tone. The background appears to be indoors, possibly in a dimly lit room, which adds to the intimate atmosphere of the performance. The singer's body language suggests confidence and enjoyment as he performs the song.","Music, Singing, & Dancing","ladies, calling, getting one, wall to wall, flirting, indoor setting, singing","Age: Unknown, Gender: Male, Geographic Location: Unknown",Positive,Cheerful,No,
7357035995667107114,"The video depicts a conversation between two individuals regarding an order mix-up. One person, identified as Bri, is expecting their order but realizes it is not theirs when they see it labeled for 'Maria Guadalupe Hernandez.' Bri clarifies that her order includes strawberries and cream, indicating she has a different order. The other person acknowledges the mistake and agrees to retrieve the correct order for Bri.",Daily Life,"order, Maria Guadalupe Hernandez, Bri, strawberries and cream, mix-up, clarification","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7395058028594122014,"The video features a man in a suit and tie, speaking directly to the camera in a dimly lit setting. He discusses the importance of focusing on significant issues during an election, emphasizing that distractions should not interfere with the gravity of the situation. The speaker appears serious and determined, using strong language to convey his point. The video includes text overlays highlighting the topic, which seems to involve political commentary or analysis, specifically mentioning 'Wade's take on RFK Jr.' and a reference to 'you cannot take Brooklyn out of the boy.' The overall tone is assertive and direct, aimed at engaging viewers on a political issue.",Politics,"election, issues, distractions, RFK Jr., Brooklyn, political commentary, serious, determination","Age: Unknown, Gender: Male, Geographic Location: Unknown",Negative,Intense,No,
7380379588242804001,"The video features a person speaking directly to the camera in a studio-like setting. The speaker discusses political topics, mentioning various groups and their actions. They reference a minister from 'Macronie,' the GUD (a far-right group), and the NPA (a far-left party). The speaker expresses disapproval of both groups' actions, specifically criticizing the GUD for calling to break windows after legislative elections and the NPA for advocating destruction of bus shelters. The speaker humorously contrasts the value of human life against saving a plastic windscreen on a bench, highlighting the absurdity of prioritizing property over people. The tone is sarcastic and critical, aiming to satirize the political extremes and their actions.",Politics,"ministre, Macronie, GUD, extrême-droite, NPA, extrême-gauche, PD, abribus, JC Déco, macronistes, politique, élections législatives, satire, critique","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Sarcastic,No,No
7351403366368546081,"The video depicts a science fiction narrative set in a universe where Earth annually sends ten tributes to participate in an Intergalactic Battle Royale organized by alien races. Historically, these tributes were criminals or volunteers who were easily massacred for the entertainment of other species. This year, however, Earth decided to send ten highly trained soldiers from various countries, marking a shift from sending expendable lives to deploying elite combatants. The aliens, expecting an easy victory, underestimated the humans, who utilized advanced tactics and technology. The humans strategically eliminated the aliens using stun grenades, traps, and precise gunfire, causing panic and chaos among the enemy forces. Despite suffering one casualty, the humans demonstrated superior strategy and resilience, leaving the remaining aliens in a state of fear and confusion. The public watching the event was horrified by the brutal and effective tactics employed by the humans.",Film & Animation,"Earth, tributes, Intergalactic Battle Royale, aliens, humans, soldiers, strategy, tactics, traps, stun grenades, bullets, Zarhan, Orans, galoops, Azarhan, Rons, exoskeleton, torture, mental state, public, horror, warfare","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Intense,Yes,
7343334803665603883,"The video features a person named Astro Alexandra, who uses TikTok to educate millions about science and space. She emphasizes the educational value of TikTok, highlighting that one in four Americans on the platform use it for enrichment, reaching nearly 40 million people. The video discusses a congressional vote on banning TikTok, noting that TikTok has taken proactive steps to secure U.S. user data with Oracle, which is more than what other social media platforms have done. The speaker mentions that the TikTok CEO testified that the Chinese government has never requested U.S. user data and that the app would not comply if asked. The video appeals to viewers to call Congress to oppose the TikTok ban, emphasizing the importance of the platform for education, news, creativity, and expression.","News, Politics","TikTok, education, science, space, Congress, ban, Oracle, user data, Chinese government, creativity, expression, vote, call Congress","Age: Unknown, Gender: Female, Geographic Location: Unknown",Neutral,Neutral,No,
7184540937974975786,"The video features a person demonstrating the use of an ALF brow lift product, which they purchased at Alto for $6. They express excitement about trying the product after seeing it trending on TikTok. The individual applies the product using a spoolie, highlighting its effectiveness compared to other brow products like Anastasia brow gel. They emphasize the ease of use and the natural, lifted look it provides, comparing it to getting a professional brow lift. The final result is showcased, and the person gives the product a high rating of 10 out of 10, encouraging viewers to share their thoughts.",Beauty Care,"brow lift, ALF, Alto, TikTok, Anastasia brow gel, spoolie, makeup, beauty, tutorial, review, easy, affordable, natural look","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Enthusiastic,No,
7291005324717313313,"The video discusses the rising influence of the anti-immigration party AfD (Alternative für Deutschland) in Germany, particularly after their performance in state elections in Hessen and Bavaria. The conversation revolves around the potential impact of AfD's success on the new citizenship rules, specifically the drafted law allowing dual nationality and faster acquisition of German passports. Despite AfD's gains, the coalition government retains a majority in the Bundestag, ensuring no significant changes in legislative power. Additionally, the law is structured in a way that prevents the Bundesrat from blocking it, even if AfD were involved. The speaker reassures that the process for obtaining a German passport faster remains unaffected and promises to keep viewers updated.","News, Politics","AfD, anti-immigration, Germany, state elections, Hessen, Bavaria, citizenship rules, dual nationality, German passport, Bundestag, coalition government, Bundesrat, political parties, legislative power","Age Range: Unknown, Gender: Unknown, Geographic Location: Germany",Neutral,Neutral,No,
7339991555408694561,"The video is a promotional segment showcasing the top five bestselling eye care products from a store, specifically from the brand Balea. The presenter introduces the ranking starting from fifth place down to first, highlighting key features such as price, suitability for different skin types (e.g., mature skin), and whether the products are perfume-free. The products listed are: 1) Vital Eye Cream for mature skin at €3.85, 2) Aqua Eye Roll-On at €2.45 (parfum-free), 3) Revitalizing Eye Care at €2.95 (parfum-free), 4) Vital Plus Firming Eye Cream for very mature skin at €3.95, and 5) Q10 Anti-Wrinkle Eye Cream at €1.95 (the most affordable and parfum-free). The presenter uses an engaging tone, mentioning a spoiler that all products are from Balea, and emphasizes the affordability and practicality of the items.",Entertainment & Shows,"Balea, Augenpflege, meistverkauft, Vital Augencreme, Aqua Augen Roll-On, belebende Augenpflege, Vital Plus straffende Augencreme, Q10 Anti-Falten Augencreme, parfümfrei, reife Haut, sehr reife Haut, günstig, Filiale","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Enthusiastic,No,
7302484543691328810,"The video features a stark black screen with white text overlaid, indicating an emergency distribution notice dated October 12th, 2023. The text includes a call to action urging viewers to 'Stop the killing stop the hate. Time to Donate.' The audio transcript mentions a 'blinding flash of white light lit up the sky over Gaza tonight,' suggesting a significant event, likely related to conflict or violence, has occurred. The overall tone is urgent and somber, aiming to evoke a sense of crisis and encourage immediate action.",Nonprofits & Activism,"Gaza, emergency distribution, October 12th, 2023, Stop the killing, stop the hate, donate, blinding flash, white light, sky, conflict, violence","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Intense,Yes,
7326597898358066465,"The video contains a sequence of French text overlays with no visible imagery or audio content beyond the provided audio transcript. The text appears to be fragmented and nonsensical, suggesting it might be part of a larger context not captured here. The audio consists of repetitive, rhythmic sounds resembling cat meows, which do not provide meaningful information about the video's content. There are no discernible political or news-related elements, public figures, or significant visual or auditory cues to analyze further.",Entertainment & Shows,"French text, nonsensical phrases, repetitive audio, cat meows","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7349900395843472672,"The video appears to be a satirical or comedic piece, possibly a parody of a news report or documentary. It features a character who introduces themselves as 'the forbidden underground sender Russia Today,' suggesting a mocking tone towards the actual media outlet. The dialogue involves discussions about military service, experiences in conflicts (specifically mentioning Chechnya), and a critique of media coverage regarding Putin's election in what is described as a 'dictatorship.' The character humorously questions their own involvement in military operations, referencing past service and expressing reluctance to be drafted again at their current age. The overall tone is sarcastic and critical, blending humor with political commentary.",Comedy,"Putin, Wahl, Meinungsdiktatur, Russia Today, Spezialoperation, Ukraine, Tschetschenien, Völkerrechtswidrigkeit, Militärdienst, Rotte Armee","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Sarcastic,No,
7385384197864557855,"The video features a person wearing a suit and tie, standing against a dark background. The individual appears to be addressing the audience, possibly delivering a speech or presentation. The text overlay at the top reads, 'My favorite part of the debate was watching whoever wasn't talking.' This suggests a commentary on a political debate, highlighting the behavior of participants when they are not actively speaking. The video concludes with the speaker saying, 'Thanks for watching!' indicating the end of the content.",Politics,"debate, political, speech, commentary, thanks for watching","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7296461109572275488,"The video features a conversation among individuals discussing their views on unions and their relationship with Donald Trump. One person, who has worked in a union since 1988, expresses how union members increasingly supported Trump due to his focus on job creation in America, despite not necessarily supporting unions themselves. This individual contrasts Trump's approach with that of previous administrations, particularly Clinton and Biden, who were seen as detrimental to unions through policies like NAFTA. Another participant, an accountant for unions, supports unions but acknowledges that Trump does not. A third individual, who was once a union member, criticizes unions for protecting lazy workers and prefers non-union environments. The conversation is candid, with some participants expressing discomfort or avoiding controversial topics.",Politics,"Trump, unions, job creation, NAFTA, Clinton, Biden, Republicans, pro-American policies, conflict of interest, non-union, hard work",Unknown,Neutral,Neutral,No,
